name,year,city,region,cuisine,price,url,stars,price_ordinal,price_mean,cuisine_original,major_city,stars_n,Review_rating,Review_count
dusek's (board & beer),2019,Chicago,Chicago,gastropub,$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/dusek-s-board-beer,1 star,2,37.5,gastropub,Chicago,1,,
edvard,2019,Wien,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/edvard,1 star,4,100.0,modern cuisine,Wien,1,,
eipic,2019,Belfast,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,1 star,3,62.5,modern cuisine,Belfast,1,,
ekstedt,2019,Stockholm,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,1 star,3,62.5,meats and grills,Stockholm,1,,
el ideas,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/el-ideas,1 star,4,100.0,contemporary,Chicago,1,,
elements,2019,Bangkok,Thailand,french,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,1 star,4,100.0,french contemporary,Bangkok,1,,
elephant,2019,Torquay,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,1 star,3,62.5,modern british,Torquay,1,,
eleven madison park,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3 stars,4,100.0,contemporary,New York,3,4.4,3149.0
elizabeth,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elizabeth,1 star,4,100.0,contemporary,Chicago,1,,
elske,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/elske,1 star,4,100.0,contemporary,Chicago,1,,
elystan street,2019,Chelsea,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,1 star,3,62.5,modern british,Chelsea,1,,
entente,2019,Chicago,Chicago,contemporary,$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/entente,1 star,3,62.5,contemporary,Chicago,1,,
era ora,2019,København,Denmark,italian,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,1 star,2,37.5,italian,København,1,,
esszimmer,2019,Salzburg,Austria,creative,$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/esszimmer,1 star,4,100.0,creative,Salzburg,1,,
everest,2019,Chicago,Chicago,french,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/everest,1 star,4,100.0,french,Chicago,1,,
evvai,2019,São Paulo,Sao Paulo,international cuisine,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,1 star,4,100.0,modern,São Paulo,1,,
exquisine,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,1 star,3,62.5,innovative,Seoul,1,,
fagn,2019,Trondheim,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1 star,4,100.0,modern cuisine,Trondheim,1,,
farmhouse inn & restaurant,2019,San Francisco,California,american,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/farmhouse-inn-restaurant,1 star,4,100.0,californian,San Francisco,1,,
faro,2019,New York,New York City,american,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1 star,2,37.5,american,New York,1,,
fat duck,2019,Bray,United Kingdom,creative,$$$$,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,3 stars,4,100.0,creative,Bray,3,,
feng wei ju,2019,Macau,Macau,chinese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/feng-wei-ju,2 stars,1,20.0,hunanese and sichuan,Macau,2,,
field,2019,Praha,Czech Republic,international cuisine,$$$$,https://guide.michelin.com/cz/en/prague/praha/restaurant/field,1 star,4,100.0,modern cuisine,Praha,1,,
fiola,2019,"Washington, D.C.",Washington DC,italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1 star,4,100.0,italian,"Washington, D.C.",1,,
fischer's at baslow hall,2019,Baslow,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,1 star,3,62.5,modern cuisine,Baslow,1,,
five fields,2019,Chelsea,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,1 star,3,62.5,modern cuisine,Chelsea,1,,
fordwich arms,2019,Fordwich,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,1 star,3,62.5,modern cuisine,Fordwich,1,,
forest side,2019,Grasmere,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,1 star,3,62.5,modern british,Grasmere,1,,
formel b,2019,København,Denmark,international cuisine,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,1 star,2,37.5,modern cuisine,København,1,,
forum,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,2 stars,2,37.5,cantonese,Hong Kong,2,,
fraiche,2019,Birkenhead,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,1 star,3,62.5,creative,Birkenhead,1,,
frantzén,2019,Stockholm,Sweden,international cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,3 stars,4,100.0,modern cuisine,Stockholm,3,,
frederikshøj,2019,Aarhus,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/frederikshoj,1 star,4,100.0,creative,Aarhus,1,,
frederiksminde,2019,Præstø,Denmark,creative,$$$,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,1 star,3,62.5,creative,Præstø,1,,
fu ho (tsim sha tsui),2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,1 star,2,37.5,cantonese,Hong Kong,1,,
fäviken magasinet,2019,Järpen,Sweden,creative,$$$$,https://guide.michelin.com/se/en/jamtland/jarpen/restaurant/faviken-magasinet,2 stars,4,100.0,creative,Järpen,2,,
gaa,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,1 star,4,100.0,innovative,Bangkok,1,,
gabriel kreuther,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2 stars,4,100.0,contemporary,New York,2,,
gaggan,2019,Bangkok,Thailand,international cuisine,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaggan,2 stars,4,100.0,innovative,Bangkok,2,,
galt,2019,Oslo,Norway,international cuisine,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1 star,3,62.5,modern cuisine,Oslo,1,,
galvin at windows,2019,Mayfair,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,1 star,3,62.5,modern cuisine,Mayfair,1,,
galvin la chapelle,2019,Spitalfields,United Kingdom,french,$$$,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,1 star,3,62.5,french,Spitalfields,1,,
gaon,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,3 stars,4,100.0,korean,Seoul,3,,
garibaldi,2018,Singapore,Singapore,italian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,1 star,1,20.0,italian,Singapore,1,,
gary danko,2019,San Francisco,California,contemporary,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/gary-danko,1 star,4,100.0,contemporary,San Francisco,1,,
gastrologik,2019,Stockholm,Sweden,creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/gastrologik,2 stars,4,100.0,creative,Stockholm,2,,
gastromé,2019,Aarhus,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/central-denmark/aarhus/restaurant/gastrome,1 star,3,62.5,modern cuisine,Aarhus,1,,
geranium,2019,København,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/geranium,3 stars,4,100.0,creative,København,3,,
gidleigh park,2019,Chagford,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,1 star,3,62.5,modern cuisine,Chagford,1,,
ginza sushi ichi,2019,Bangkok,Thailand,japanese,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,1 star,4,100.0,sushi,Bangkok,1,,
golden flower,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/golden-flower,2 stars,2,37.5,chinese,Macau,2,,
golden formosa,2019,Taipei,Taipei,other asian,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,1 star,2,37.5,taiwanese,Taipei,1,,
goosefoot,2019,Chicago,Chicago,contemporary,$$$$,https://guide.michelin.com/us/en/illinois/chicago/restaurant/goosefoot,1 star,4,100.0,contemporary,Chicago,1,,
gordon ramsay,2019,Chelsea,United Kingdom,french,$$$$,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,3 stars,4,100.0,french,Chelsea,3,,
gotgan,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,1 star,4,100.0,korean,Seoul,1,,
gotham bar and grill,2019,New York,New York City,american,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1 star,4,100.0,american,New York,1,,
gramercy tavern,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1 star,4,100.0,contemporary,New York,1,,
gravetye manor,2019,Gravetye,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,1 star,3,62.5,modern british,Gravetye,1,,
greenhouse,2019,Mayfair,United Kingdom,creative,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/greenhouse69393,2 stars,4,100.0,creative,Mayfair,2,,
greenhouse,2019,City Centre,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1 star,3,62.5,modern cuisine,City Centre,1,,
grön,2019,Helsingfors   Helsinki,Finland,finnish,$$$,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,1 star,3,62.5,finnish,Helsingfors   Helsinki,1,,
guo fu lou,2019,Hong Kong,Hong Kong,chinese,$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,1 star,3,62.5,cantonese,Hong Kong,1,,
gymkhana,2019,Mayfair,United Kingdom,indian,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,1 star,3,62.5,indian,Mayfair,1,,
hakkasan hanway place,2019,Bloomsbury,United Kingdom,chinese,$$$,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,1 star,3,62.5,chinese,Bloomsbury,1,,
hakkasan mayfair,2019,Mayfair,United Kingdom,chinese,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,1 star,3,62.5,chinese,Mayfair,1,,
hambleton hall,2019,Upper Hambleton,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,1 star,3,62.5,classic cuisine,Upper Hambleton,1,,
hana re,2019,Costa Mesa,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-costa-mesa/restaurant/hana-re,1 star,4,100.0,japanese,Costa Mesa,1,,
hand and flowers,2019,Marlow,United Kingdom,british,$$$$,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/hand-and-flowers,2 stars,4,100.0,modern british,Marlow,2,,
hansikgonggan,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,1 star,3,62.5,korean,Seoul,1,,
harbor house,2019,San Francisco,California,american,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/harbor-house,1 star,4,100.0,californian,San Francisco,1,,
harwood arms,2019,Fulham,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,1 star,3,62.5,modern british,Fulham,1,,
hashiri,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/hashiri,1 star,4,100.0,japanese,San Francisco,1,,
hayato,2019,Los Angeles,California,japanese,$$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/hayato,1 star,4,100.0,japanese,Los Angeles,1,,
henne kirkeby kro,2019,Henne,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,2 stars,3,62.5,classic cuisine,Henne,2,,
heron & grey,2019,Blackrock,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1 star,3,62.5,modern cuisine,Blackrock,1,,
hide,2019,Mayfair,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,1 star,3,62.5,modern british,Mayfair,1,,
hill street tai hwa pork noodle,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,1 star,1,20.0,street food,Singapore,1,,
hinds head,2019,Bray,United Kingdom,british,$$$,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,1 star,3,62.5,traditional british,Bray,1,,
hirohisa,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1 star,3,62.5,japanese,New York,1,,
ho hung kee,2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,1 star,1,20.0,noodles and congee,Hong Kong,1,,
house,2019,Aird Mhór Ardmore,Ireland,international cuisine,$$$,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1 star,3,62.5,modern cuisine,Aird Mhór Ardmore,1,,
house of tides,2019,Newcastle Upon Tyne,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,1 star,3,62.5,modern cuisine,Newcastle Upon Tyne,1,,
hrishi,2019,Bowness On Windermere,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,1 star,3,62.5,modern cuisine,Bowness On Windermere,1,,
huto,2019,São Paulo,Sao Paulo,japanese,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,1 star,4,100.0,japanese,São Paulo,1,,
hytra,2019,Athína,Greece,international cuisine,$$$$,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,1 star,4,100.0,modern cuisine,Athína,1,,
hélène darroze at the connaught,2019,Mayfair,United Kingdom,international cuisine,$$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/helene-darroze-at-the-connaught,2 stars,4,100.0,modern cuisine,Mayfair,2,,
ichigo ichie,2019,Corcaigh Cork,Ireland,japanese,$$$,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1 star,3,62.5,japanese,Corcaigh Cork,1,,
ichimura at uchū,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2 stars,4,100.0,japanese,New York,2,,
iggy's,2018,Singapore,Singapore,other european,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,1 star,3,62.5,european contemporary,Singapore,1,,
ikarus,2019,Salzburg,Austria,creative,$$$$,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,2 stars,4,100.0,creative,Salzburg,2,,
ikoyi,2019,Saint James'S,United Kingdom,creative,$$$,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,1 star,3,62.5,creative,Saint James'S,1,,
im teppanyaki & wine,2019,Hong Kong,Hong Kong,japanese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,1 star,2,37.5,teppanyaki,Hong Kong,1,,
imperial treasure fine chinese cuisine,2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,1 star,2,37.5,cantonese,Hong Kong,1,,
imperial treasure fine teochew cuisine (orchard),2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,1 star,1,20.0,chinese,Singapore,1,,
impromptu by paul lee,2019,Taipei,Taipei,international cuisine,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,1 star,3,62.5,innovative,Taipei,1,,
in situ,2019,San Francisco,California,international cuisine,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/in-situ,1 star,4,100.0,international,San Francisco,1,,
j'aime by jean-michel lorain,2019,Bangkok,Thailand,french,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,1 star,3,62.5,french contemporary,Bangkok,1,,
jaan,2018,Singapore,Singapore,french,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,1 star,3,62.5,french contemporary,Singapore,1,,
jade dragon,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,3 stars,2,37.5,cantonese,Macau,3,,
james sommerin,2019,Penarth,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,1 star,3,62.5,modern cuisine,Penarth,1,,
jardin de jade (wan chai),2019,Hong Kong,Hong Kong,chinese,$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,1 star,2,37.5,shanghainese,Hong Kong,1,,
jay fai,2019,Bangkok,Thailand,international cuisine,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,1 star,2,37.5,street food,Bangkok,1,,
jean-georges,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2 stars,4,100.0,contemporary,New York,2,,
jeju noodle bar,2019,New York,New York City,korean,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1 star,2,37.5,korean,New York,1,,
jewel bako,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1 star,3,62.5,japanese,New York,1,,
jiang-nan chun,2018,Singapore,Singapore,chinese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,1 star,3,62.5,cantonese,Singapore,1,,
jin jin,2019,Seoul,South Korea,chinese,$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,1 star,1,20.0,chinese,Seoul,1,,
john's house,2019,Mountsorrel,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,1 star,3,62.5,modern cuisine,Mountsorrel,1,,
joo ok,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,1 star,3,62.5,korean contemporary,Seoul,1,,
jordnær,2019,København,Denmark,danish,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,1 star,3,62.5,danish,København,1,,
jun sakamoto,2019,São Paulo,Sao Paulo,japanese,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,1 star,4,100.0,japanese,São Paulo,1,,
jungsik,2019,New York,New York City,korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2 stars,4,100.0,korean,New York,2,,
jungsik,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jungsik511965,2 stars,3,62.5,korean contemporary,Seoul,2,,
junoon,2019,New York,New York City,indian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1 star,4,100.0,indian,New York,1,,
jū-ni,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/ju-ni,1 star,4,100.0,japanese,San Francisco,1,,
kadeau bornholm,2019,Pedersker,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,1 star,4,100.0,creative,Pedersker,1,,
kadeau copenhagen,2019,København,Denmark,international cuisine,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,2 stars,4,100.0,modern cuisine,København,2,,
kai,2019,Mayfair,United Kingdom,chinese,$$$,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,1 star,3,62.5,chinese,Mayfair,1,,
kaiseki den by saotome,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,1 star,4,100.0,japanese,Hong Kong,1,,
kajitsu,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1 star,3,62.5,japanese,New York,1,,
kali,2019,Los Angeles,California,american,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kali,1 star,3,62.5,californian,Los Angeles,1,,
kam's roast goose,2019,Hong Kong,Hong Kong,chinese,$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,1 star,1,20.0,cantonese roast meats,Hong Kong,1,,
kan suke,2019,São Paulo,Sao Paulo,japanese,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,1 star,4,100.0,japanese,São Paulo,1,,
kanoyama,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1 star,3,62.5,japanese,New York,1,,
kashiwaya,2019,Hong Kong,Hong Kong,japanese,$$$$,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kashiwaya,2 stars,4,100.0,japanese,Hong Kong,2,,
kato,2019,Los Angeles,California,other asian,$$$,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/kato,1 star,3,62.5,asian,Los Angeles,1,,
keiko à nob hill,2019,San Francisco,California,other asian,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/keiko-a-nob-hill,1 star,4,100.0,fusion,San Francisco,1,,
ken an ho,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,1 star,4,100.0,japanese,Taipei,1,,
kenzo,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kenzo,1 star,4,100.0,japanese,San Francisco,1,,
kiin kiin,2019,København,Denmark,other asian,$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,1 star,2,37.5,thai,København,1,,
kilian stuba,2019,Kleinwalsertal,Austria,creative,$$$$,https://guide.michelin.com/at/en/vorarlberg/kleinwalsertal/restaurant/kilian-stuba,1 star,4,100.0,creative,Kleinwalsertal,1,,
kin khao,2019,San Francisco,California,other asian,$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kin-khao,1 star,2,37.5,thai,San Francisco,1,,
king,2019,Macau,Macau,chinese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1 star,1,20.0,cantonese,Macau,1,,
kinjo,2019,San Francisco,California,japanese,$$$$,https://guide.michelin.com/us/en/california/san-francisco/restaurant/kinjo,1 star,4,100.0,japanese,San Francisco,1,,
kinoshita,2019,São Paulo,Sao Paulo,japanese,$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,1 star,4,100.0,japanese,São Paulo,1,,
kinship,2019,"Washington, D.C.",Washington DC,contemporary,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1 star,3,62.5,contemporary,"Washington, D.C.",1,,
kitchen table at bubbledogs,2019,Bloomsbury,United Kingdom,international cuisine,$$$$,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/kitchen-table-at-bubbledogs,2 stars,4,100.0,modern cuisine,Bloomsbury,2,,
kitchen w8,2019,Kensington,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,1 star,3,62.5,modern cuisine,Kensington,1,,
kitchin,2019,Leith,United Kingdom,international cuisine,$$$,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,1 star,3,62.5,modern cuisine,Leith,1,,
kitcho,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,1 star,4,100.0,sushi,Taipei,1,,
ko,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2 stars,4,100.0,contemporary,New York,2,,
kojima,2019,Seoul,South Korea,japanese,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/kojima,2 stars,4,100.0,sushi,Seoul,2,,
koka,2019,Göteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,1 star,3,62.5,modern cuisine,Göteborg,1,,
kokkeriet,2019,København,Denmark,international cuisine,$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,1 star,3,62.5,modern cuisine,København,1,,
koks,2019,Leynar,Denmark,creative,$$$$,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,2 stars,4,100.0,creative,Leynar,2,,
komi,2019,"Washington, D.C.",Washington DC,other european,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1 star,4,100.0,mediterranean,"Washington, D.C.",1,,
kong hans kælder,2019,København,Denmark,french,$$$$,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,1 star,4,100.0,classic french,København,1,,
konstantin filippou,2019,Wien,Austria,international cuisine,$$$$,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,2 stars,4,100.0,modern cuisine,Wien,2,,
kontrast,2019,Oslo,Norway,scandinavian,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1 star,3,62.5,scandinavian,Oslo,1,,
kosaka,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1 star,4,100.0,japanese,New York,1,,
kosushi,2019,São Paulo,Sao Paulo,japanese,$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,1 star,3,62.5,japanese,São Paulo,1,,
