name,year,city,region,cuisine,price,url,stars,major_city
borkonyha winekitchen,2019,Budapest,Hungary,international cuisine,$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,1 star,Budapest
stand,2019,Budapest,Hungary,international cuisine,$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,1 star,Budapest
babel,2019,Budapest,Hungary,international cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,1 star,Budapest
costes,2019,Budapest,Hungary,international cuisine,$$$$$,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,1 star,Budapest
the kitchen,2019,Macau,Macau,american,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,1 star,Macau
tim's kitchen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,1 star,Macau
wing lei,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,1 star,Macau
king,2019,Macau,Macau,chinese,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,1 star,Macau
ying,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,1 star,Macau
shinji by kanesaka,2019,Macau,Macau,japanese,$$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,1 star,Macau
the golden peacock,2019,Macau,Macau,indian,$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,1 star,Macau
zi yat heen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,1 star,Macau
8 1/2 otto e mezzo - bombana,2019,Macau,Macau,italian,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,1 star,Macau
pearl dragon,2019,Macau,Macau,chinese,$$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,1 star,Macau
lai heen,2019,Macau,Macau,chinese,$$,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,1 star,Macau
fagn,2019,Trondheim,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,1 star,Trondheim
credo,2019,Trondheim,Norway,creative,$$$$,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,1 star,Trondheim
re-naa,2019,Stavanger,Norway,creative,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,1 star,Stavanger
sabi omakase,2019,Stavanger,Norway,japanese,$$$$,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,1 star,Stavanger
galt,2019,Oslo,Norway,international cuisine,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,1 star,Oslo
kontrast,2019,Oslo,Norway,scandinavian,$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,1 star,Oslo
statholdergaarden,2019,Oslo,Norway,international cuisine,$$$$,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,1 star,Oslo
del posto,2019,New York,New York City,italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,1 star,New York
le grill de joël robuchon,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,1 star,New York
l'appart,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,1 star,New York
okuda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,1 star,New York
wallsé,2019,New York,New York City,austrian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,1 star,New York
jeju noodle bar,2019,New York,New York City,korean,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,1 star,New York
sushi nakazawa,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,1 star,New York
kosaka,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,1 star,New York
bâtard,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,1 star,New York
hirohisa,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,1 star,New York
blue hill,2019,New York,New York City,american,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,1 star,New York
zz's clam bar,2019,New York,New York City,seafood,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,1 star,New York
babbo,2019,New York,New York City,italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,1 star,New York
carbone,2019,New York,New York City,italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,1 star,New York
le coucou,2019,New York,New York City,french,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,1 star,New York
aldea,2019,New York,New York City,other european,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,1 star,New York
cote,2019,New York,New York City,korean,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,1 star,New York
bouley at home,2019,New York,New York City,contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,1 star,New York
gotham bar and grill,2019,New York,New York City,american,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,1 star,New York
nix,2019,New York,New York City,vegetarian,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,1 star,New York
junoon,2019,New York,New York City,indian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,1 star,New York
nomad,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,1 star,New York
the musket room,2019,New York,New York City,contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,1 star,New York
uncle boons,2019,New York,New York City,other asian,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,1 star,New York
noda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,1 star,New York
gramercy tavern,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,1 star,New York
the clocktower,2019,New York,New York City,contemporary,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,1 star,New York
ai fiori,2019,New York,New York City,italian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,1 star,New York
casa mono,2019,New York,New York City,spanish,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,1 star,New York
jewel bako,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,1 star,New York
the river café,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,1 star,New York
bar uchū,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,1 star,New York
café china,2019,New York,New York City,chinese,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,1 star,New York
kanoyama,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,1 star,New York
contra,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,1 star,New York
atomix,2019,New York,New York City,korean,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,1 star,New York
kyo ya,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,1 star,New York
kajitsu,2019,New York,New York City,japanese,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,1 star,New York
agern,2019,New York,New York City,scandinavian,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,1 star,New York
caviar russe,2019,New York,New York City,contemporary,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,1 star,New York
tuome,2019,New York,New York City,other asian,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,1 star,New York
tempura matsui,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,1 star,New York
sushi yasuda,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1 star,New York
sushi amane,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1 star,New York
café boulud,2019,New York,New York City,french,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1 star,New York
claro,2019,New York,New York City,mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1 star,New York
satsuki,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1 star,New York
sushi noz,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1 star,New York
sushi inoue,2019,New York,New York City,japanese,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1 star,New York
meadowsweet,2019,New York,New York City,other european,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1 star,New York
casa enríque,2019,New York,New York City,mexican,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1 star,New York
peter luger,2019,New York,New York City,american,$$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1 star,New York
oxomoco,2019,New York,New York City,mexican,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1 star,New York
the finch,2019,New York,New York City,american,$$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1 star,New York
faro,2019,New York,New York City,american,$$,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1 star,New York
senses,2019,Warszawa,Poland,international cuisine,$$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,1 star,Warszawa
atelier amaro,2019,Warszawa,Poland,international cuisine,$$$$,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,1 star,Warszawa
aniar,2019,Gaillimh Galway,Ireland,creative,,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,1 star,Gaillimh Galway
loam,2019,Gaillimh Galway,Ireland,creative,,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,1 star,Gaillimh Galway
wild honey inn,2019,Lios Duin Bhearna Lisdoonvarna,Ireland,international cuisine,,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,1 star,Lios Duin Bhearna Lisdoonvarna
chestnut,2019,Ballydehob,Ireland,international cuisine,,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,1 star,Ballydehob
mews,2019,Baltimore,Ireland,international cuisine,,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,1 star,Baltimore
ichigo ichie,2019,Corcaigh Cork,Ireland,japanese,,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,1 star,Corcaigh Cork
chapter one,2019,City Centre,Ireland,international cuisine,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,1 star,City Centre
greenhouse,2019,City Centre,Ireland,international cuisine,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,1 star,City Centre
l'ecrivain,2019,City Centre,Ireland,international cuisine,,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,1 star,City Centre
campagne,2019,Cill Chainnigh Kilkenny,Ireland,british,,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,1 star,Cill Chainnigh Kilkenny
heron & grey,2019,Blackrock,Ireland,international cuisine,,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,1 star,Blackrock
lady helen,2019,Baile Mhic Andain Thomastown,Ireland,international cuisine,,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,1 star,Baile Mhic Andain Thomastown
house,2019,Aird Mhor Ardmore,Ireland,international cuisine,,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,1 star,Aird Mhor Ardmore
olympe,2019,Rio De Janeiro,Rio de Janeiro,french,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,1 star,Rio De Janeiro
lasai,2019,Rio De Janeiro,Rio de Janeiro,international cuisine,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,1 star,Rio De Janeiro
oteque,2019,Rio De Janeiro,Rio de Janeiro,international cuisine,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,1 star,Rio De Janeiro
mee,2019,Rio De Janeiro,Rio de Janeiro,other asian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,1 star,Rio De Janeiro
cipriani,2019,Rio De Janeiro,Rio de Janeiro,italian,$$$$$,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,1 star,Rio De Janeiro
jun sakamoto,2019,Sao Paulo,Sao Paulo,japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,1 star,Sao Paulo
maní,2019,Sao Paulo,Sao Paulo,creative,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,1 star,Sao Paulo
evvai,2019,Sao Paulo,Sao Paulo,international cuisine,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,1 star,Sao Paulo
picchi,2019,Sao Paulo,Sao Paulo,italian,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,1 star,Sao Paulo
kosushi,2019,Sao Paulo,Sao Paulo,japanese,$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,1 star,Sao Paulo
ryo gastronomia,2019,Sao Paulo,Sao Paulo,japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,1 star,Sao Paulo
tangará jean-georges,2019,Sao Paulo,Sao Paulo,international cuisine,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,1 star,Sao Paulo
kinoshita,2019,Sao Paulo,Sao Paulo,japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,1 star,Sao Paulo
kan suke,2019,Sao Paulo,Sao Paulo,japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,1 star,Sao Paulo
huto,2019,Sao Paulo,Sao Paulo,japanese,$$$$$,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,1 star,Sao Paulo
stay,2019,Seoul,South Korea,french,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,1 star,Seoul
lee jong kuk 104,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,1 star,Seoul
hansikgonggan,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,1 star,Seoul
dining in space,2019,Seoul,South Korea,french,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,1 star,Seoul
exquisine,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,1 star,Seoul
dosa,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,1 star,Seoul
joo ok,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,1 star,Seoul
balwoo gongyang,2019,Seoul,South Korea,korean,$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,1 star,Seoul
muoki,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,1 star,Seoul
l'amitié,2019,Seoul,South Korea,french,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,1 star,Seoul
yu yuan,2019,Seoul,South Korea,chinese,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,1 star,Seoul
bicena,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,1 star,Seoul
mosu,2019,Seoul,South Korea,international cuisine,$$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,1 star,Seoul
poom,2019,Seoul,South Korea,korean,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,1 star,Seoul
soigné,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,1 star,Seoul
table for four,2019,Seoul,South Korea,other european,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,1 star,Seoul
zero complex,2019,Seoul,South Korea,international cuisine,$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,1 star,Seoul
jin jin,2019,Seoul,South Korea,chinese,$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,1 star,Seoul
gotgan,2019,Seoul,South Korea,korean,$$$$,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,1 star,Seoul
hill street tai hwa pork noodle,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,1 star,Singapore
putien (kitchener road),2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,1 star,Singapore
chef kang's,2018,Singapore,Singapore,chinese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,1 star,Singapore
garibaldi,2018,Singapore,Singapore,italian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,1 star,Singapore
summer pavilion,2018,Singapore,Singapore,chinese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,1 star,Singapore
shinji (bras basah road),2018,Singapore,Singapore,japanese,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,1 star,Singapore
the song of india,2018,Singapore,Singapore,indian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,1 star,Singapore
lei garden,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,1 star,Singapore
whitegrass,2018,Singapore,Singapore,australian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,1 star,Singapore
jaan,2018,Singapore,Singapore,french,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,1 star,Singapore
labyrinth,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,1 star,Singapore
cut,2018,Singapore,Singapore,american,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,1 star,Singapore
alma,2018,Singapore,Singapore,other european,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,1 star,Singapore
béni,2018,Singapore,Singapore,french,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,1 star,Singapore
crystal jade golden palace,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,1 star,Singapore
imperial treasure fine teochew cuisine (orchard),2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,1 star,Singapore
saint pierre,2018,Singapore,Singapore,french,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,1 star,Singapore
sushi ichi,2018,Singapore,Singapore,japanese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,1 star,Singapore
sushi kimura,2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,1 star,Singapore
iggy's,2018,Singapore,Singapore,other european,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,1 star,Singapore
braci,2018,Singapore,Singapore,italian,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,1 star,Singapore
jiang-nan chun,2018,Singapore,Singapore,chinese,$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,1 star,Singapore
bacchanalia,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,1 star,Singapore
shinji (tanglin road),2018,Singapore,Singapore,japanese,$$$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,1 star,Singapore
corner house,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,1 star,Singapore
summer palace,2018,Singapore,Singapore,chinese,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,1 star,Singapore
cheek by jowl,2018,Singapore,Singapore,australian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,1 star,Singapore
nouri,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,1 star,Singapore
liao fan hong kong soya sauce chicken rice & noodle,2018,Singapore,Singapore,international cuisine,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,1 star,Singapore
burnt ends,2018,Singapore,Singapore,american,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,1 star,Singapore
rhubarb,2018,Singapore,Singapore,french,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,1 star,Singapore
meta,2018,Singapore,Singapore,international cuisine,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,1 star,Singapore
ma cuisine,2018,Singapore,Singapore,french,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,1 star,Singapore
candlenut,2018,Singapore,Singapore,other asian,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,1 star,Singapore
bhoga,2019,Goteborg,Sweden,creative,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,1 star,Goteborg
koka,2019,Goteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,1 star,Goteborg
28+,2019,Goteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,1 star,Goteborg
sk mat & människor,2019,Goteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,1 star,Goteborg
thörnströms kök,2019,Goteborg,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,1 star,Goteborg
upper house,2019,Goteborg,Sweden,creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,1 star,Goteborg
agrikultur,2019,Stockholm,Sweden,international cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,1 star,Stockholm
sushi sho,2019,Stockholm,Sweden,japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,1 star,Stockholm
volt,2019,Stockholm,Sweden,creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,1 star,Stockholm
ekstedt,2019,Stockholm,Sweden,international cuisine,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,1 star,Stockholm
operakällaren,2019,Stockholm,Sweden,international cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,1 star,Stockholm
mathias dahlgren-matbaren,2019,Stockholm,Sweden,international cuisine,$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,1 star,Stockholm
aloë,2019,Stockholm,Sweden,creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,1 star,Stockholm
pm & vänner,2019,Vaxjo,Sweden,creative,$$$,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,1 star,Vaxjo
bloom in the park,2019,Malmo,Sweden,creative,$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,1 star,Malmo
sav,2019,Malmo,Sweden,creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,1 star,Malmo
golden formosa,2019,Taipei,Taipei,other asian,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,1 star,Taipei
danny's steakhouse,2019,Taipei,Taipei,american,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,1 star,Taipei
l'atelier de joël robuchon,2019,Taipei,Taipei,french,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,1 star,Taipei
kitcho,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,1 star,Taipei
tien hsiang lo,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,1 star,Taipei
ya ge,2019,Taipei,Taipei,chinese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,1 star,Taipei
da-wan,2019,Taipei,Taipei,american,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,1 star,Taipei
sushi nomura,2019,Taipei,Taipei,japanese,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,1 star,Taipei
logy,2019,Taipei,Taipei,other asian,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,1 star,Taipei
ming fu,2019,Taipei,Taipei,other asian,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,1 star,Taipei
ken an ho,2019,Taipei,Taipei,japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,1 star,Taipei
